"India's ASAT debris expected to burn up in atmosphere: Pentagon

#MissionShakti #SpaceDebris 
https://t.co/Hk4759pOkK"
"RT @PandittripathiM: वे सभी कहते ही रह गए.....
 
देश का #लोकतंत्र और #संविधान खतरे में है

#मोदी जी बता गए 🙏

आपका 🇮🇳 #देश 🇮🇳 #अंतरिक्ष तक…"
"वे सभी कहते ही रह गए.....
 
देश का #लोकतंत्र और #संविधान खतरे में है

#मोदी जी बता गए 🙏

आपका 🇮🇳 #देश 🇮🇳 #अंतरिक्ष… https://t.co/vHd6RZnaME"
"RT @MahindraRise: Despite the hurdles, doubts and criticisms, #MissionShakti represents India's rising space capabilities that will #FUTURi…"
"RT @Aditi_bjplover: एक बार फिर वह कुछ अप्रत्याशित के साथ आया, अब भारत अन्य 3 देशों यानी अमेरिका, रूस और चीन के साथ स्पेसपावर का हिस्सा है,…"
"RT @Aditi_bjplover: एक बार फिर वह कुछ अप्रत्याशित के साथ आया, अब भारत अन्य 3 देशों यानी अमेरिका, रूस और चीन के साथ स्पेसपावर का हिस्सा है,…"
"RT @KavitaKaushik_: 1963 - भारत का पहला रॉकट लॉंच,
2008 - चंद्रयान,
2011 - DRDO के 5 सफल इंटरसेप्टर मिशन,
2012 - ISRO के 100 मिशन पूरे, 
20…"
"RT @narendramodi: #MissionShakti is special for 2 reasons:
(1) India is only the 4th country to acquire such a specialised &amp; modern capabil…"
"RT @Bmw40542828: कहाँ से ढूंढ के लाते हैं .... 🤣 

After Nobel Prize in Mathematics madam @priyankac19 is hereby nominated for Nobel prize…"
"@MohdRiz66266141 @LambaAlka @abhisar_sharma मैं कैसे मानू ? मुझे उड़ता हुआ
सेटेलाइट दिखाओ-  अरविंद केजरीवाल

#MissionShakti"
RT @CAJagodara: #MissionShakti is giving new shakti/power to all the Indians because we are coming from 10-100th to just 4th. Congratulatio…
RT @nitin_gadkari: ऐतिहासिक 'मिशन शक्ति' को सफल बनाने के लिए हमारे वैज्ञानिकों और देश की जनता को बधाई। हमने एक लो ऑर्बिट सैटेलाइट को मार गि…
"RT @nitin_gadkari: भारत के सैन्य और स्पेस क्षमता का यह उत्कृष्ट उदाहरण है, हमारे वैज्ञानिकों ने एक बार फिर साबित कर दिया है कि हमारा देश स…"
"@LambaAlka मैं कैसे मानू ? मुझे उड़ता हुआ
सेटेलाइट दिखाओ-  अरविंद केजरीवाल

#MissionShakti"
"RT @AmitShah: It is a proud moment for all Indians. 

I congratulate all the scientists involved with #MissionShakti and thank Prime Minist…"
"RT @InReportCard: India becomes one of the most secure nations in the world

#missionShakti #ASAT https://t.co/aoOF3Y1Xq5"
"RT @InReportCard: कांग्रेस जो भी करती है, किसी को पता नहीं चलता है। अगली बार ये देश बर्बाद कर देंगे और आपको पता नहीं चलेगा

#missionShakti…"
"RT @InReportCard: #MissionShakti 

झुकती है दुनिया झुकाने वाला चाहिए। https://t.co/qUtPi7mzAk"
